CSD_identifier,la_smiles,ca_class,la_atom_count,picked_for_fia_calculation,la_xyz_successfully_generated,part_of_the_final_fia2k_csd_dataset
AXACUY,[H]c1c([H])c([H])c(B2N([H])c3c([H])c([H])c([H])c4c([H])c([H])c([H])c(c34)N2[H])c([H])c1[H],B(III),32.0,False,not_attempted,False
AXODAV,[H]OB(O[H])c1c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c1C([H])([H])[H],B(III),25.0,False,not_attempted,False
AXOXUI,[H]c1c([H])c([H])c(C2=C(/N=C(\B3OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])N3C([H])([H])[H])c3c([H])c([H])c(OC([H])([H])[H])c([H])c3[H])OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])N2C([H])([H])[H])c([H])c1[H],B(III),67.0,False,not_attempted,False
AXOYAP,[H]c1c([H])c([H])c(C2=C(/N=C(\B3OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])N3C([H])([H])[H])c3c([H])c([H])c([H])c([H])c3[H])OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])N2C([H])([H])[H])c([H])c1[H],B(III),63.0,False,not_attempted,False
AXOYUJ,[H]c1c([H])c([H])c(C2=C(/N=C(\B3OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])N3C([H])([H])[H])c3c([H])c([H])c(Cl)c([H])c3[H])OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])N2C([H])([H])[H])c([H])c1[H],B(III),63.0,False,not_attempted,False
AXULAG,[H]c1c([H])c([H])c(B(N([H])c2c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c2C([H])(C([H])([H])[H])C([H])([H])[H])N([H])c2c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c2C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],B(III),74.0,False,not_attempted,False
AXULOU,[H]c1c([H])c([H])c(B(Cl)N([H])c2c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c2C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],B(III),44.0,False,not_attempted,False
AYEPOJ,[H]/C(=N\S(=O)(=O)c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H])c1oc([H])c([H])c1B1O[C@@]([H])(C(OC([H])([H])[H])(c2c([H])c([H])c([H])c([H])c2[H])c2c([H])c([H])c([H])c([H])c2[H])[C@]([H])(C(OC([H])([H])[H])(c2c([H])c([H])c([H])c([H])c2[H])c2c([H])c([H])c([H])c([H])c2[H])O1,B(III),90.0,False,not_attempted,False
AYEPUP,[H]c1oc([C@@]([H])(N([H])S(=O)(=O)c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c(B2O[C@@]([H])(C(OC([H])([H])[H])(c3c([H])c([H])c([H])c([H])c3[H])c3c([H])c([H])c([H])c([H])c3[H])[C@]([H])(C(OC([H])([H])[H])(c3c([H])c([H])c([H])c([H])c3[H])c3c([H])c([H])c([H])c([H])c3[H])O2)c1[H],B(III),104.0,False,not_attempted,False
AYEQEA,[H]c1oc([C@]([H])(N([H])S(=O)(=O)c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])C(C(=O)OC([H])([H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c(B2O[C@@]([H])(C(OC([H])([H])[H])(c3c([H])c([H])c([H])c([H])c3[H])c3c([H])c([H])c([H])c([H])c3[H])[C@]([H])(C(OC([H])([H])[H])(c3c([H])c([H])c([H])c([H])c3[H])c3c([H])c([H])c([H])c([H])c3[H])O2)c1[H],B(III),110.0,False,not_attempted,False
AYEQIE,[H]c1oc([C@]([H])(N([H])S(=O)(=O)c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])C2(C(=O)OC([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c(B2O[C@@]([H])(C(OC([H])([H])[H])(c3c([H])c([H])c([H])c([H])c3[H])c3c([H])c([H])c([H])c([H])c3[H])[C@]([H])(C(OC([H])([H])[H])(c3c([H])c([H])c([H])c([H])c3[H])c3c([H])c([H])c([H])c([H])c3[H])O2)c1[H],B(III),117.0,False,not_attempted,False
AYOWUJ,[H]c1c([H])c([H])c2c(c1[H])Sc1c([H])c([H])c([H])c3c1N2c1c([H])c([H])c([H])c2c1B3c1c([H])c([H])c([H])c3c1N2c1c([H])c([H])c([H])c([H])c1S3,B(III),52.0,True,True,True
AYUHIL,[H]c1c([H])c(C([H])([H])[H])c([H])c([H])c1B(Br)Br,B(III),17.0,False,not_attempted,False
AZBODC,[H]C1([H])N2B3N(C([H])([H])C1([H])[H])C([H])([H])C([H])([H])C([H])([H])N3C([H])([H])C([H])([H])C2([H])[H],B(III),31.0,True,True,True
AZOWEU,[H]c1c([H])c(B2OC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O2)c(C([H])([H])[H])c(-n2c(=O)c([H])c3c(Cl)c([H])c([H])c([H])n3c2=O)c1[H],B(III),51.0,False,not_attempted,False
AZUZUQ,[H]c1c([H])c([H])c2c([H])c(C(C([H])([H])[H])(C([H])([H])[H])[C@]3([H])C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])[H])C([H])([H])[C@@]3([H])OC(=O)C(=C(C([H])([H])[H])C([H])([H])[H])C([H])([H])B3OC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O3)c([H])c([H])c2c1[H],B(III),82.0,False,not_attempted,False
BACBUG,[H]C([H])=C(B1OC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O1)[C@@](C(=O)c1c([H])c([H])c([H])c([H])c1[H])(c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])[H],B(III),54.0,False,not_attempted,False
BACCAN,[H]C([H])=C(B1OC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O1)[C@@]([H])(C(=O)c1c([H])c([H])c(S(=O)(=O)F)c([H])c1[H])C([H])([H])[H],B(III),47.0,False,not_attempted,False
BACSII,[H]C1([H])N(B(N2C([H])([H])C([H])([H])C([H])([H])C2([H])[H])N2C([H])([H])C([H])([H])C([H])([H])C2([H])[H])C([H])([H])C([H])([H])C1([H])[H],B(III),40.0,True,True,True
BAGKOL,[H]c1c([H])c([H])c2c(c1[H])B1c3c([H])c([H])c([H])c([H])c3-c3c([H])c([H])c([H])c([H])c3N1c1c([H])c([H])c([H])c([H])c1-2,B(III),42.0,False,not_attempted,False
BAGYOZ,[H]OB(O[H])c1c([H])c([H])c([H])c([H])c1C([H])([H])N(c1c([H])c([H])c([H])c2c([H])c([H])c([H])c([H])c12)C([H])([H])C([H])([H])[H],B(III),43.0,False,not_attempted,False
BAHXAL,[H]C1=C([H])C([H])=C([H])B(N(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])S1,B(III),31.0,True,True,True
BAJTEM,[H]OB(O[H])c1c([H])nc(Br)c([H])c1[H],B(III),15.0,False,not_attempted,False
BAJTIQ,[H]OB(O[H])c1c([H])nc(Cl)c([H])c1[H],B(III),15.0,False,not_attempted,False
BANSEO,[H]B(N([H])N=C(C([H])([H])[H])C([H])([H])[H])N(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],B(III),35.0,False,not_attempted,False
BASQET,[H]OB(O[H])c1c([H])c([H])c([H])c([H])c1/C([H])=N/c1c([H])c([H])c([H])c([H])c1[H],B(III),29.0,False,not_attempted,False
BASQIX,[H]OB(O[H])c1c([H])c([H])c([H])c([H])c1C([H])([H])N([H])c1c([H])c([H])c([H])c([H])c1C([H])([H])[H],B(III),34.0,False,not_attempted,False
BASQOD,[H]OB(O[H])c1c([H])c([H])c(/C([H])=N/c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])c([H])c1[H],B(III),32.0,False,not_attempted,False
BAVYAZ,[H]c1c([H])c([H])c(B2Oc3c([H])c([H])c([H])c([H])c3C([H])([H])N([H])[C@]([H])(c3c([H])c([H])c([H])c([H])c3[H])[C@]([H])(c3c([H])c([H])c([H])c([H])c3[H])O2)c([H])c1[H],B(III),55.0,True,False,False
BAWBEJ,[H]c1c([H])c([H])c(-c2c([H])c(B3OC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O3)c([H])c(-c3c([H])c([H])c([H])c([H])c3[H])c2[H])c([H])c1[H],B(III),52.0,False,not_attempted,False
BAXPIC,[H]c1c([H])c(C(F)(F)F)c([H])c([H])c1B(Cl)c1c([H])c([H])c(C(F)(F)F)c([H])c1[H],B(III),30.0,False,not_attempted,False
BAXVED,[H]c1c([H])c(C([H])([H])[C@@]2([H])C([H])([H])O[C@@]3([H])OC([H])([H])C([H])([H])C([H])([H])[C@]32[H])c([H])c([H])c1B1OC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O1,B(III),54.0,False,not_attempted,False
BAXZOS,[H]c1c([H])c([H])c(B2N(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])N2C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],B(III),46.0,False,not_attempted,False
BAYDIR,[H]c1c([H])c([H])c2c(B3OC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O3)c(C([H])([H])[H])oc2c1[H],B(III),38.0,False,not_attempted,False
BAYNEX,[H]c1nc(-c2sc(B(c3sc(-c4nc([H])c(Br)c5nsnc45)c([H])c3[H])c3c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c3C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c2[H])c2nsnc2c1Br,B(III),84.0,False,not_attempted,False
BEHYIY,[H]C1=C([H])N(c2c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c2C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])B(N([H])c2c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c2C([H])(C([H])([H])[H])C([H])([H])[H])N1c1c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c1C([H])(C([H])([H])[H])C([H])([H])[H],B(III),99.0,True,True,False
BEJCIE,[H]O[C@]12C([H])([H])C([H])([H])C(=O)[C@@]1(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[C@@]([H])(B1OC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O1)[C@]2([H])C(=O)c1c([H])c([H])c([H])c([H])c1[H],B(III),63.0,False,not_attempted,False
BEJCOK,[H]O[C@]12C([H])([H])C([H])([H])C([H])([H])C(=O)[C@@]1(C([H])([H])[H])C([H])([H])C([H])([H])[C@]([H])(B1OC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O1)[C@@]2([H])C(=O)c1c([H])c([H])c([H])c([H])c1Br,B(III),63.0,False,not_attempted,False
BEJCUQ,[H]O[C@]12C([H])([H])C([H])([H])C([H])([H])C(=O)[C@@]1(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]([H])(B1OC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O1)[C@]2([H])C(=O)c1c([H])c([H])c(Cl)c([H])c1[H],B(III),63.0,False,not_attempted,False
BEJLIN,[H]B1N([H])c2c([H])c(C34C([H])([H])C5([H])C([H])([H])C([H])(C([H])([H])C([H])(C5([H])[H])C3([H])[H])C4([H])[H])c([H])c(C34C([H])([H])C5([H])C([H])([H])C([H])(C([H])([H])C([H])(C5([H])[H])C3([H])[H])C4([H])[H])c2N1[H],B(III),64.0,True,True,True
BEPFOU,[H]OB1O[C@]([H])(c2c([H])c([H])c(Br)c([H])c2[H])c2c(I)c([H])c(OC([H])([H])[H])c([H])c21,B(III),31.0,False,not_attempted,False
BEPFUA,[H]OB1O[C@]([H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c2c(I)c([H])c(OC([H])([H])[H])c([H])c21,B(III),33.0,False,not_attempted,False
BEPGAH,[H]OB1OC([H])([H])c2c(I)c([H])c(OC([H])([H])[H])c([H])c21,B(III),21.0,False,not_attempted,False
BESQOH,[H]B1N(c2c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c2C([H])(C([H])([H])[H])C([H])([H])[H])C2=C(c3c([H])c([H])c([H])c4c([H])c([H])c([H])c2c34)N1c1c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c1C([H])(C([H])([H])[H])C([H])([H])[H],B(III),80.0,False,not_attempted,False
BESQUN,[H]c1c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c(N2B(N([H])[H])N(c3c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c3C([H])(C([H])([H])[H])C([H])([H])[H])C3=C2c2c([H])c([H])c([H])c4c([H])c([H])c([H])c3c24)c(C([H])(C([H])([H])[H])C([H])([H])[H])c1[H],B(III),82.0,False,not_attempted,False
BESRAU,[H]OB1N(c2c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c2C([H])(C([H])([H])[H])C([H])([H])[H])C2=C(c3c([H])c([H])c([H])c4c([H])c([H])c([H])c2c34)N1c1c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c1C([H])(C([H])([H])[H])C([H])([H])[H],B(III),81.0,False,not_attempted,False
BESREY,[H]c1c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c(N2B(Cl)N(c3c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c3C([H])(C([H])([H])[H])C([H])([H])[H])C3=C2c2c([H])c([H])c([H])c4c([H])c([H])c([H])c3c24)c(C([H])(C([H])([H])[H])C([H])([H])[H])c1[H],B(III),80.0,False,not_attempted,False
BEVMUN,[H]/C(=C1\B(c2c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c2C([H])(C([H])([H])[H])C([H])([H])[H])N(C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c2c([H])c([H])c([H])c([H])c21)c1c([H])c([H])c([H])c([H])c1[H],B(III),78.0,False,not_attempted,False
BEVNAU,[H]/C(=C1\B(c2c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c2C([H])([H])[H])N(C([H])([H])[H])c2c([H])c([H])c([H])c([H])c21)c1c([H])c([H])c([H])c([H])c1[H],B(III),50.0,False,not_attempted,False
BEVNEY,[H]/C(=C1\B(c2c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c2C([H])([H])[H])N([H])c2c([H])c([H])c([H])c([H])c21)c1c([H])c([H])c(Br)c([H])c1[H],B(III),47.0,False,not_attempted,False
BEXXAF,[H]c1nc([H])c([H])c(C2([H])C([H])([H])OB(c3c([H])c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c3[H])OC2([H])[H])c1[H],B(III),44.0,False,not_attempted,False
BIBTEO,[H]c1c([H])c([H])c2c(c1[H])-c1c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c1C([H])([H])B(c1c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c1C([H])([H])[H])N(C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])C2([H])[H],B(III),71.0,False,not_attempted,False
BIBTIS,[H]c1c([H])c([H])c(B2c3c([H])c([H])c([H])c([H])c3-c3c([H])c([H])c([H])c([H])c3C([H])([H])N2C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],B(III),46.0,False,not_attempted,False
BIDKEH,[H]/C(B(Cl)c1c([H])c([H])c([H])c([H])c1[H])=C(\OC(=O)c1c([H])c([H])c([N+](=O)[O-])c([H])c1[H])C([H])([H])Cl,B(III),36.0,False,not_attempted,False
BIFNAI,[H]c1c([H])c([H])c(C2=C3C([H])([H])[C@]4([H])C(=O)N([H])C(=O)[C@]4([H])C([H])([H])[C@@]3([H])[C@@]3([H])C(=O)N([H])C(=O)[C@@]3([H])[C@]2([H])B2OC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O2)c([H])c1[H],B(III),64.0,False,not_attempted,False
BIJGIN,[H]OB(O[H])O[H],B(III),7.0,True,True,True
BIJHEK,[H]/C(=C(\B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)C([H])([H])[H])N1C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],B(III),58.0,False,not_attempted,False
BIJXIC,[H]C([H])([H])N(/N=C(\C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])[C@]([H])(C([H])([H])[H])[C@]([H])(C([H])([H])[H])[C@@]([H])(B1OC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O1)[C@]1([H])C([H])([H])C(=O)C([H])([H])C([H])([H])C1([H])[H])C([H])([H])[H],B(III),79.0,False,not_attempted,False
BIJXUO,[H]C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(B1OC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O1)[C@]([H])(C([H])([H])[H])[C@@]([H])(C(=O)C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],B(III),57.0,True,True,False
BIMJOZ,[H]/C(=C(\B1OC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O1)C([H])([H])[H])N(C(=O)c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c(OC([H])([H])[H])c([H])c1[H],B(III),57.0,False,not_attempted,False
BIMKOA,[H]c1c([H])c([H])c(C2=C(c3c([H])c([H])c([H])c([H])c3[H])c3c([H])c([H])c([H])c([H])c3-c3c([H])c([H])c([H])c([H])c3B2Br)c([H])c1[H],B(III),46.0,False,not_attempted,False
BIMKUG,[H]c1c([H])c([H])c(C2=C(c3c([H])c([H])c([H])c([H])c3[H])c3c([H])c([H])c([H])c([H])c3-c3c([H])c([H])c([H])c([H])c3B2OS(=O)(=O)C(F)(F)F)c([H])c1[H],B(III),53.0,False,not_attempted,False
BIMWEA,[H]/C1=C(\[H])C([H])([H])[C@]2([H])O[C@]([H])(c3c([H])c([H])c(OC([H])([H])[H])c([H])c3[H])OC([H])([H])[C@@]2([H])O[C@@]([H])(/C([H])=C(\[H])B2OC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O2)C1([H])[H],B(III),64.0,False,not_attempted,False
BIQKIY,[H]/C(=C(\B1OC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O1)c1c([H])c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H])c1c([H])c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],B(III),70.0,False,not_attempted,False
BIRHOC,[H]c1nc(-c2c(-c3c([H])c([H])c(B(c4c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c4C([H])([H])[H])c4c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c4C([H])([H])[H])c([H])c3[H])c3c([H])c([H])c([H])c4c5c([H])c([H])c([H])c([H])c5c2n34)c([H])c([H])c1[H],B(III),83.0,True,True,False
BIRHUI,[H]c1nc(-c2c(-c3c([H])c([H])c(B(c4c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c4C([H])([H])[H])c4c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c4C([H])([H])[H])c([H])c3[H])c3c4c([H])c([H])c([H])c([H])c4c4c([H])c([H])c([H])c2n43)c([H])c([H])c1[H],B(III),83.0,False,not_attempted,False
BIRJUK,[H]c1c([H])c([H])c(-c2c(-c3nc4c([H])c([H])c([H])c([H])c4s3)c3c4c([H])c([H])c([H])c([H])c4c4c([H])c([H])c([H])c2n43)c(B(c2c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c2C([H])([H])[H])c2c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c2C([H])([H])[H])c1[H],B(III),86.0,True,True,True
BIRKAR,[H]c1c([H])c([H])c(-c2c(-c3nc4c([H])c([H])c([H])c([H])c4s3)c3c([H])c([H])c([H])c4c5c([H])c([H])c([H])c([H])c5c2n34)c(B(c2c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c2C([H])([H])[H])c2c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c2C([H])([H])[H])c1[H],B(III),86.0,True,True,True
BISMOH,[H]C(=C(C([H])([H])[H])C([H])([H])[H])[C@]([H])(B1O[C@@]([H])(C(OC([H])([H])[H])(c2c([H])c([H])c([H])c([H])c2[H])c2c([H])c([H])c([H])c([H])c2[H])[C@]([H])(C(OC([H])([H])[H])(c2c([H])c([H])c([H])c([H])c2[H])c2c([H])c([H])c([H])c([H])c2[H])O1)C([H])([H])C(=O)N(C([H])([H])[H])C([H])([H])[H],B(III),90.0,False,not_attempted,False
BISMUN,[H]C(=C(C([H])([H])[H])C([H])([H])[H])[C@@]([H])(B1O[C@@]([H])(C(OC([H])([H])[H])(c2c([H])c([H])c([H])c([H])c2[H])c2c([H])c([H])c([H])c([H])c2[H])[C@]([H])(C(OC([H])([H])[H])(c2c([H])c([H])c([H])c([H])c2[H])c2c([H])c([H])c([H])c([H])c2[H])O1)C([H])([H])C(=O)N(C([H])([H])[H])C([H])([H])[H],B(III),90.0,False,not_attempted,False
BISNAU,[H]OC(/C([H])=C(\[H])B1O[C@@]([H])(C(OC([H])([H])[H])(c2c([H])c([H])c([H])c([H])c2[H])c2c([H])c([H])c([H])c([H])c2[H])[C@]([H])(C(OC([H])([H])[H])(c2c([H])c([H])c([H])c([H])c2[H])c2c([H])c([H])c([H])c([H])c2[H])O1)(C([H])([H])[H])C([H])([H])[H],B(III),78.0,False,not_attempted,False
BITGET,[H]c1c(C([H])([H])[H])c([H])c(C([H])([H])[H])c(B(c2c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c2C([H])([H])[H])c2c([H])c3c([H])c([H])c2C([H])([H])C([H])([H])c2c([H])c([H])c(c([H])c2N(C([H])([H])[H])C([H])([H])[H])C([H])([H])C3([H])[H])c1C([H])([H])[H],B(III),80.0,False,not_attempted,False
BITWUZ,[H]c1sc2c(c1[H])N(C([H])([H])[H])c1c(sc([H])c1[H])B2c1c([H])c([H])c([H])c([H])c1[H],B(III),31.0,False,not_attempted,False
BITXAG,[H]c1sc2c(c1[H])N(c1c([H])c([H])c([H])c([H])c1[H])c1c(sc([H])c1[H])B2c1c([H])c([H])c([H])c([H])c1[H],B(III),38.0,True,True,True
BITXEK,[H]c1sc2c(c1[H])N(C([H])([H])[H])c1c(sc3c([H])c([H])c([H])c([H])c13)B2c1c([H])c([H])c([H])c([H])c1[H],B(III),37.0,False,not_attempted,False
BIVXOU,[H]c1c(C([H])([H])[H])c([H])c(C([H])([H])[H])c(B(c2c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c2C([H])([H])[H])c2c([H])c([H])c([H])c3c([H])c([H])c([H])c(C([H])([H])N(C([H])([H])[H])C([H])([H])[H])c23)c1C([H])([H])[H],B(III),69.0,False,not_attempted,False
BIXLUS,[H]C1=C([H])[C@]([H])(C([H])([H])B2OC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O2)[C@@](c2c([H])c([H])c([H])c([H])c2[H])(C([H])([H])[H])N([H])c2c([H])c([H])c([H])c([H])c21,B(III),58.0,False,not_attempted,False
BIYMAZ,[H]C1=C([H])N(c2c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c2C([H])(C([H])([H])[H])C([H])([H])[H])B(C([H])([H])c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])N1c1c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c1C([H])(C([H])([H])[H])C([H])([H])[H],B(III),82.0,False,not_attempted,False
BIZFIC,[H]C([H])=C(B1OC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O1)[C@@]([H])(c1c([H])c([H])c([H])c([H])c1[H])[C@](C(=O)OC([H])([H])C([H])([H])[H])(c1c([H])c([H])c([H])c([H])c1[H])N([H])c1c([H])c([H])c(OC([H])([H])[H])c([H])c1[H],B(III),77.0,False,not_attempted,False
BIZGAV,[H]C([H])=C(B1OC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O1)[C@@]([H])(C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])[C@](C(=O)OC([H])([H])[H])(c1c([H])c([H])c([H])c([H])c1[H])N([H])c1c([H])c([H])c(OC([H])([H])[H])c([H])c1[H],B(III),80.0,False,not_attempted,False
BIZGID,[H]C([H])=C(B1OC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O1)[C@@]([H])(C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])[C@](C(=O)OC([H])([H])C([H])([H])[H])(c1c([H])c([H])c(Br)c([H])c1[H])N([H])c1c([H])c([H])c(OC([H])([H])[H])c([H])c1[H],B(III),83.0,False,not_attempted,False
BIZGOJ,[H]C([H])=C(B1OC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O1)[C@@]([H])(c1c([H])c([H])c([H])c(F)c1[H])[C@](C(=O)OC([H])([H])C([H])([H])[H])(c1c([H])c([H])c([H])c([H])c1[H])N([H])c1c([H])c([H])c(OC([H])([H])[H])c([H])c1[H],B(III),77.0,False,not_attempted,False
BIZGUP,[H]C([H])=C(B1OC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O1)[C@]([H])(c1c([H])c([H])c([H])c(C([H])([H])[H])c1[H])[C@@](C(=O)OC([H])([H])C([H])([H])[H])(c1c([H])c([H])c([H])c([H])c1[H])N([H])c1c([H])c([H])c(OC([H])([H])[H])c([H])c1[H],B(III),80.0,False,not_attempted,False
BIZHAW,[H]C([H])=C(B1OC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O1)[C@]([H])(C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])[C@@](C(=O)OC([H])([H])C([H])([H])[H])(c1c([H])c([H])c(SC([H])([H])[H])c([H])c1[H])N([H])c1c([H])c([H])c(OC([H])([H])[H])c([H])c1[H],B(III),87.0,False,not_attempted,False
BIZSUB,[H]C([H])=C(B1OC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O1)[C@]([H])(C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])[C@@](C(=O)OC([H])([H])C([H])([H])[H])(c1c([H])c([H])c([H])c([H])c1[H])N([H])c1c([H])c([H])c(OC([H])([H])[H])c([H])c1[H],B(III),83.0,False,not_attempted,False
BOGSUL,[H]C([H])([H])N(B(N(C([H])([H])[H])C([H])([H])[H])N(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],B(III),28.0,True,True,True
